cod_tienda,ventas_valor_per_store,Channel,revenue_per_sqmeter,Provincia_x,Sectors,Provincia_y,Income,cluster_labels,cluster_id
370,144993.63,Supermarkets,207.1337571429,Area Metropolitana de Madrid,Metropolis,Madrid,15579,Smaller Metropolis,5
371,833027.53,Hipermarkets,93.5985988764,La Coruña,Industrial,La Coruña,12841,Traditional Store,3
372,2946786.99,Hipermarkets,589.357398,Ciudad Real,Industrial,Ciudad Real,10570,For the tourists,2
374,138463.6,Supermarkets,276.9272,Pontevedra,Industrial,Pontevedra,11881,For the tourists,2
375,257688.93,Supermarkets,198.2222538462,Malaga,touristic,Malaga,10261,Suburban Stores,0
376,61303.72,Supermarkets,122.60744,Area Metropolitana de Madrid,Metropolis,Madrid,15579,Smaller Metropolis,5
377,18475.37,Supermarkets,61.5845666667,Sevilla,Industrial,Sevilla,10717,Suburban Stores,0
378,38718.12,Hipermarkets,11.7327636364,Pontevedra,Industrial,Pontevedra,11881,Traditional Store,3
379,161917.17,Supermarkets,539.7239,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,The Socials,1
380,2777299.53,Hipermarkets,239.4223732759,Valladolid,Industrial,Valladolid,13490,Traditional Store,3
381,366637.69,Supermarkets,523.7681285714,Navarra,Primary Sector,Navarra,14718,The Socials,1
382,83897.27,Supermarkets,419.48635,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,The Socials,1
383,64869.96,Supermarkets,27.02915,Area Metropolitana de Madrid,Metropolis,Madrid,15579,Smaller Metropolis,5
384,33130.11,Supermarkets,110.4337,La Coruña,Industrial,La Coruña,12841,Traditional Store,3
385,47506.4,Supermarkets,158.3546666667,Malaga,touristic,Malaga,10261,Suburban Stores,0
386,543706.57,Supermarkets,286.1613526316,Valladolid,Industrial,Valladolid,13490,Traditional Store,3
387,110437.35,Supermarkets,552.18675,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,The Socials,1
388,88862.29,Supermarkets,296.2076333333,La Coruña,Industrial,La Coruña,12841,For the tourists,2
389,341015.03,Supermarkets,262.3192538462,Ourense,Industrial,Ourense,11937,For the tourists,2
390,45285.97,Supermarkets,90.57194,Sevilla,Industrial,Sevilla,10717,Suburban Stores,0
391,3950522.11,Hipermarkets,383.5458359223,Granada,Industrial,Granada,10463,For the tourists,2
392,1291.82,Supermarkets,2.1530333333,Asturias,Industrial,Asturias,13505,Traditional Store,3
393,51609.6,Supermarkets,103.2192,Asturias,Industrial,Asturias,13505,Traditional Store,3
394,107709.58,Supermarkets,215.41916,Huelva,Primary Sector,Huelva,10112,Suburban Stores,0
395,4524.64,Supermarkets,9.04928,La Coruña,Industrial,La Coruña,12841,Traditional Store,3
396,274235.35,Hipermarkets,80.6574558824,Baleares,touristic,Baleares,12486,Slow stores,4
397,7178.23,Supermarkets,11.9637166667,Asturias,Industrial,Asturias,13505,Traditional Store,3
398,84558.12,Supermarkets,281.8604,Cadiz,Industrial,Cadiz,10113,For the tourists,2
399,317861.2,Supermarkets,317.8612,Valencia,Industrial,Valencia,12333,For the tourists,2
400,238558.81,Supermarkets,298.1985125,Baleares,touristic,Baleares,12486,For the tourists,2
401,419804.09,Supermarkets,699.6734833333,Area Metropolitana de Madrid,Metropolis,Madrid,15579,The Socials,1
402,135438.92,Supermarkets,451.4630666667,Area Metropolitana de Madrid,Metropolis,Madrid,15579,The Socials,1
403,17319.47,Supermarkets,24.7421,Asturias,Industrial,Asturias,13505,Traditional Store,3
404,240057.4,Supermarkets,800.1913333333,Madrid,Metropolis,Madrid,15579,Cosmopolitans,6
405,142765.14,Supermarkets,89.2282125,Asturias,Industrial,Asturias,13505,Traditional Store,3
406,41918.69,Supermarkets,26.19918125,Zaragoza,Industrial,Zaragoza,13637,Traditional Store,3
407,34687.48,Hipermarkets,10.2022,Leon,Primary Sector,Leon,12917,Slow stores,4
408,169941.22,Supermarkets,283.2353666667,Sevilla,Industrial,Sevilla,10717,For the tourists,2
410,88434.42,Supermarkets,294.7814,Asturias,Industrial,Asturias,13505,Traditional Store,3
411,469186.85,Supermarkets,335.1334642857,Castellon,Primary Sector,Castellon,12079,Slow stores,4
412,245699.15,Supermarkets,614.247875,Zaragoza,Industrial,Zaragoza,13637,For the tourists,2
413,163514.47,Supermarkets,233.5921,Vizcaya,Industrial,Vizcaya,15555,Smaller Metropolis,5
414,555206.44,Supermarkets,277.60322,Guipuzkoa,Industrial,Guipuzkoa,16399,The Socials,1
415,4280.36,Supermarkets,14.2678666667,Lugo,Industrial,Lugo,12021,Traditional Store,3
416,26542.51,Hipermarkets,9.1525896552,Zaragoza,Industrial,Zaragoza,13637,Traditional Store,3
417,1163108.36,Hipermarkets,306.0811473684,Girona,touristic,Girona,12865,For the tourists,2
419,218936.17,Supermarkets,273.6702125,Avila,Primary Sector,Avila,11577,Slow stores,4
420,956849.42,Hipermarkets,258.6079513514,Cantabria,Industrial,Cantabria,12865,Traditional Store,3
422,221377.0,Supermarkets,1106.885,Valencia,Industrial,Valencia,12333,Cosmopolitans,6
423,3373.38,Supermarkets,5.6223,Almeria,Primary Sector,Almeria,9709,Suburban Stores,0
424,242325.46,Supermarkets,605.81365,Cadiz,Industrial,Cadiz,10113,For the tourists,2
426,162190.94,Hipermarkets,19.5410771084,Lugo,Industrial,Lugo,12021,Traditional Store,3
427,178115.99,Supermarkets,161.9236272727,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
428,15739.63,Supermarkets,22.4851857143,Area Metropolitana de Madrid,Metropolis,Madrid,15579,Smaller Metropolis,5
429,207270.21,Supermarkets,148.05015,Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
430,580757.5,Supermarkets,362.9734375,Teruel,Primary Sector,Teruel,12656,Slow stores,4
431,277.54,Supermarkets,0.9251333333,Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
432,193362.7,Supermarkets,241.703375,Ciudad Real,Industrial,Ciudad Real,10570,Suburban Stores,0
433,28168.65,Supermarkets,70.421625,Madrid,Metropolis,Madrid,15579,Smaller Metropolis,5
434,457558.83,Hipermarkets,46.6896765306,Malaga,touristic,Malaga,10261,Suburban Stores,0
435,333502.88,Hipermarkets,128.2703384615,Huesca,Primary Sector,Huesca,13158,Slow stores,4
436,106877.06,Supermarkets,356.2568666667,Vizcaya,Industrial,Vizcaya,15555,The Socials,1
437,379167.3,Supermarkets,210.6485,Girona,touristic,Girona,12865,Slow stores,4
438,884498.81,Supermarkets,421.1899095238,Alicante,touristic,Alicante,14962,The Socials,1
439,71169.26,Supermarkets,142.33852,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
440,542667.83,Supermarkets,301.4821277778,Castellon,Primary Sector,Castellon,12079,Slow stores,4
441,204547.1,Supermarkets,292.2101428571,Castellon,Primary Sector,Castellon,12079,Slow stores,4
442,757815.39,Supermarkets,445.7737588235,Area Metropolitana de Madrid,Metropolis,Madrid,15579,The Socials,1
443,133486.85,Supermarkets,148.3187222222,Tarragona,Primary Sector,Tarragona,12491,Slow stores,4
444,243069.3,Supermarkets,270.077,Baleares,touristic,Baleares,12486,For the tourists,2
445,1545990.87,Hipermarkets,309.198174,Jaen,Industrial,Jaen,9958,For the tourists,2
446,384677.11,Hipermarkets,96.1692775,Tarragona,Primary Sector,Tarragona,12491,Slow stores,4
447,402871.74,Supermarkets,447.6352666667,Alicante,touristic,Alicante,14962,The Socials,1
448,1.68,Supermarkets,9.333333E-4,La Coruña,Industrial,La Coruña,12841,Traditional Store,3
449,716219.97,Hipermarkets,255.7928464286,Area Metropolitana de Madrid,Metropolis,Madrid,15579,Smaller Metropolis,5
450,1365057.1,Supermarkets,546.02284,Area Metropolitana de Madrid,Metropolis,Madrid,15579,The Socials,1
451,1470.74,Supermarkets,3.67685,La Coruña,Industrial,La Coruña,12841,Traditional Store,3
452,85893.09,Supermarkets,286.3103,Pontevedra,Industrial,Pontevedra,11881,For the tourists,2
453,311925.65,Supermarkets,222.8040357143,La Coruña,Industrial,La Coruña,12841,Traditional Store,3
454,277724.9,Supermarkets,252.4771818182,Cantabria,Industrial,Cantabria,12865,Traditional Store,3
455,369120.25,Supermarkets,461.4003125,Area Metropolitana de Madrid,Metropolis,Madrid,15579,The Socials,1
456,6164.94,Supermarkets,30.8247,Leon,Primary Sector,Leon,12917,Slow stores,4
457,74896.22,Supermarkets,46.8101375,Asturias,Industrial,Asturias,13505,Traditional Store,3
458,1049137.6,Supermarkets,456.1467826087,Baleares,touristic,Baleares,12486,For the tourists,2
459,398621.63,Supermarkets,284.7297357143,Madrid,Metropolis,Madrid,15579,Smaller Metropolis,5
460,47060.74,Supermarkets,67.2296285714,Valencia,Industrial,Valencia,12333,Traditional Store,3
461,4221928.98,Hipermarkets,324.7637676923,Zaragoza,Industrial,Zaragoza,13637,For the tourists,2
462,57173.89,Supermarkets,114.34778,Granada,Industrial,Granada,10463,Suburban Stores,0
463,27890.66,Supermarkets,39.8438,Asturias,Industrial,Asturias,13505,Traditional Store,3
464,926533.37,Supermarkets,370.613348,Sevilla,Industrial,Sevilla,10717,For the tourists,2
465,134074.88,Supermarkets,167.5936,Tarragona,Primary Sector,Tarragona,12491,Slow stores,4
466,170343.53,Supermarkets,425.858825,Guipuzkoa,Industrial,Guipuzkoa,16399,The Socials,1
467,11463.9,Supermarkets,38.213,Leon,Primary Sector,Leon,12917,Slow stores,4
468,399079.08,Supermarkets,306.9839076923,Burgos,Primary Sector,Burgos,13777,Slow stores,4
469,174511.39,Supermarkets,218.1392375,Tarragona,Primary Sector,Tarragona,12491,Slow stores,4
470,500750.24,Hipermarkets,151.7424969697,Soria,Primary Sector,Soria,13889,Slow stores,4
471,275782.02,Supermarkets,551.56404,Area Metropolitana de Madrid,Metropolis,Madrid,15579,The Socials,1
472,51639.85,Supermarkets,103.2797,Valladolid,Industrial,Valladolid,13490,Traditional Store,3
473,149137.49,Hipermarkets,18.8781632911,Cuenca,Primary Sector,Cuenca,10991,Suburban Stores,0
474,9332.61,Supermarkets,31.1087,Asturias,Industrial,Asturias,13505,Traditional Store,3
476,19444.05,Supermarkets,32.40675,Leon,Primary Sector,Leon,12917,Slow stores,4
477,397618.69,Supermarkets,172.8776913043,Lleida,Primary Sector,Lleida,12896,Slow stores,4
478,48176.31,Supermarkets,30.11019375,Zaragoza,Industrial,Zaragoza,13637,Traditional Store,3
479,176029.0,Supermarkets,110.018125,Malaga,touristic,Malaga,10261,Suburban Stores,0
480,2122279.15,Hipermarkets,303.1827357143,Area Metropolitana de Madrid,Metropolis,Madrid,15579,The Socials,1
481,312016.57,Supermarkets,445.7379571429,Area Metropolitana de Madrid,Metropolis,Madrid,15579,The Socials,1
482,8746.81,Supermarkets,5.46675625,Zaragoza,Industrial,Zaragoza,13637,Traditional Store,3
483,2693116.22,Hipermarkets,264.0310019608,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
484,549225.97,Supermarkets,549.22597,Area Metropolitana de Madrid,Metropolis,Madrid,15579,The Socials,1
485,1551490.86,Hipermarkets,172.3878733333,Cadiz,Industrial,Cadiz,10113,Suburban Stores,0
486,518164.17,Hipermarkets,126.381504878,Guadalajara,Primary Sector,Guadalajara,12624,Slow stores,4
487,7190.56,Supermarkets,11.9842666667,Zaragoza,Industrial,Zaragoza,13637,Traditional Store,3
488,264485.06,Supermarkets,165.3031625,Zaragoza,Industrial,Zaragoza,13637,Traditional Store,3
489,191217.9,Supermarkets,119.5111875,Murcia,Industrial,Murcia,10574,Suburban Stores,0
490,1773089.96,Hipermarkets,142.9911258065,Guipuzkoa,Industrial,Guipuzkoa,16399,Smaller Metropolis,5
491,2337482.61,Hipermarkets,205.0423342105,Murcia,Industrial,Murcia,10574,Suburban Stores,0
492,251775.43,Supermarkets,228.8867545455,Ciudad Real,Industrial,Ciudad Real,10570,Suburban Stores,0
493,3084.92,Supermarkets,5.1415333333,Area Metropolitana de Madrid,Metropolis,Madrid,15579,Smaller Metropolis,5
494,317.99,Supermarkets,1.58995,Asturias,Industrial,Asturias,13505,Traditional Store,3
495,33710.02,Supermarkets,67.42004,Malaga,touristic,Malaga,10261,Suburban Stores,0
496,37595.94,Hipermarkets,9.6399846154,La Coruña,Industrial,La Coruña,12841,Traditional Store,3
497,449323.8,Supermarkets,280.827375,Valencia,Industrial,Valencia,12333,For the tourists,2
498,204328.97,Supermarkets,227.0321888889,Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
499,23205.55,Supermarkets,38.6759166667,Salamanca,Industrial,Salamanca,12355,Traditional Store,3
500,50679.89,Supermarkets,126.699725,Huelva,Primary Sector,Huelva,10112,Suburban Stores,0
501,3979.39,Supermarkets,1.8088136364,La Coruña,Industrial,La Coruña,12841,Traditional Store,3
502,407164.33,Hipermarkets,119.7542147059,Castellon,Primary Sector,Castellon,12079,Slow stores,4
503,50384.46,Supermarkets,125.96115,Asturias,Industrial,Asturias,13505,Traditional Store,3
504,784659.04,Hipermarkets,124.5490539683,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
505,319064.94,Hipermarkets,96.6863454545,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
506,1194603.56,Hipermarkets,75.1322993711,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
507,881080.82,Hipermarkets,50.0614102273,Valencia,Industrial,Valencia,12333,Traditional Store,3
508,1856475.31,Hipermarkets,143.9128147287,Cordoba,Industrial,Cordoba,10314,Suburban Stores,0
509,102891.13,Hipermarkets,10.7178260417,Asturias,Industrial,Asturias,13505,Traditional Store,3
510,20751.59,Supermarkets,29.6451285714,Valladolid,Industrial,Valladolid,13490,Traditional Store,3
511,259648.47,Supermarkets,152.7343941176,Palencia,Primary Sector,Palencia,13153,Slow stores,4
512,154732.93,Supermarkets,154.73293,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
513,3344293.44,Hipermarkets,423.3282835443,Salamanca,Industrial,Salamanca,12355,For the tourists,2
514,1089035.71,Supermarkets,495.0162318182,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,The Socials,1
516,337227.32,Supermarkets,168.61366,Albacete,Industrial,Albacete,11104,Suburban Stores,0
517,656421.88,Hipermarkets,97.9734149254,Guadalajara,Primary Sector,Guadalajara,12624,Slow stores,4
518,192677.91,Supermarkets,642.2597,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,The Socials,1
519,5378.01,Supermarkets,26.89005,Almeria,Primary Sector,Almeria,9709,Suburban Stores,0
520,437092.34,Supermarkets,1456.9744666667,Guadalajara,Primary Sector,Guadalajara,12624,Cosmopolitans,6
521,85225.53,Supermarkets,60.8753785714,Madrid,Metropolis,Madrid,15579,Smaller Metropolis,5
522,22209.76,Supermarkets,74.0325333333,Badajoz,Industrial,Badajoz,10001,Suburban Stores,0
523,2512051.56,Hipermarkets,232.5973666667,Valencia,Industrial,Valencia,12333,Traditional Store,3
524,20619.71,Supermarkets,68.7323666667,Alicante,touristic,Alicante,14962,Smaller Metropolis,5
525,279610.72,Hipermarkets,99.8609714286,Valencia,Industrial,Valencia,12333,Traditional Store,3
526,554605.94,Hipermarkets,123.2457644444,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
527,1385356.85,Hipermarkets,104.9512765152,Asturias,Industrial,Asturias,13505,Traditional Store,3
528,324457.73,Supermarkets,648.91546,Area Metropolitana de Madrid,Metropolis,Madrid,15579,The Socials,1
529,146575.39,Supermarkets,366.438475,Valencia,Industrial,Valencia,12333,For the tourists,2
530,132514.08,Supermarkets,132.51408,Valladolid,Industrial,Valladolid,13490,Traditional Store,3
531,29160.24,Supermarkets,72.9006,La Coruña,Industrial,La Coruña,12841,Traditional Store,3
532,130959.68,Supermarkets,145.5107555556,Sevilla,Industrial,Sevilla,10717,Suburban Stores,0
533,380647.58,Supermarkets,380.64758,Area Metropolitana de Madrid,Metropolis,Madrid,15579,The Socials,1
534,689982.28,Supermarkets,627.2566181818,Guadalajara,Primary Sector,Guadalajara,12624,For the tourists,2
535,137078.96,Supermarkets,195.8270857143,Malaga,touristic,Malaga,10261,Suburban Stores,0
536,541857.91,Supermarkets,270.928955,Area Metropolitana de Madrid,Metropolis,Madrid,15579,Smaller Metropolis,5
537,165033.99,Supermarkets,235.7628428571,Baleares,touristic,Baleares,12486,Slow stores,4
538,14535.04,Supermarkets,72.6752,Valladolid,Industrial,Valladolid,13490,Traditional Store,3
539,693638.24,Supermarkets,277.455296,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,Smaller Metropolis,5
540,31979.48,Supermarkets,159.8974,Lleida,Primary Sector,Lleida,12896,Slow stores,4
541,1079677.89,Supermarkets,635.1046411765,Murcia,Industrial,Murcia,10574,For the tourists,2
542,72525.95,Supermarkets,241.7531666667,Salamanca,Industrial,Salamanca,12355,Traditional Store,3
543,29720.7,Supermarkets,99.069,Soria,Primary Sector,Soria,13889,Slow stores,4
544,33643.94,Supermarkets,336.4394,Cantabria,Industrial,Cantabria,12865,For the tourists,2
545,2785841.81,Hipermarkets,327.7460952941,Burgos,Primary Sector,Burgos,13777,Slow stores,4
546,10064.19,Supermarkets,16.77365,Valladolid,Industrial,Valladolid,13490,Traditional Store,3
547,170002.32,Supermarkets,85.00116,Lugo,Industrial,Lugo,12021,Traditional Store,3
548,409896.08,Supermarkets,227.7200444444,La Coruña,Industrial,La Coruña,12841,Traditional Store,3
549,12701.95,Supermarkets,21.1699166667,Almeria,Primary Sector,Almeria,9709,Suburban Stores,0
550,3833381.94,Hipermarkets,311.6570682927,Valencia,Industrial,Valencia,12333,For the tourists,2
551,1490196.27,Hipermarkets,179.5417192771,Tarragona,Primary Sector,Tarragona,12491,Slow stores,4
552,531.13,Supermarkets,0.8852166667,Asturias,Industrial,Asturias,13505,Traditional Store,3
553,3370265.24,Hipermarkets,327.2102174757,Albacete,Industrial,Albacete,11104,For the tourists,2
554,378730.1,Supermarkets,420.8112222222,Alicante,touristic,Alicante,14962,The Socials,1
555,221816.45,Supermarkets,369.6940833333,Area Metropolitana de Barcelona,Metropolis,Barcelona,14676,The Socials,1
556,298543.37,Supermarkets,186.58960625,Leon,Primary Sector,Leon,12917,Slow stores,4
557,203124.14,Supermarkets,406.24828,Burgos,Primary Sector,Burgos,13777,Slow stores,4
